id,filial_id,cliente_id,data_venda,valor_total,desconto,forma_pagamento,status
49,10,,2025-06-17 15:26:00,129.7,0.0,CARTAO_CREDITO,CONCLUIDA
50,10,22,2026-05-12 10:05:00,155.1,13.29,CARTAO_DEBITO,CONCLUIDA
51,12,139,2025-07-15 15:08:00,205.3,0.0,CONVENIO,CONCLUIDA
52,10,94,2025-09-17 12:00:00,106.5,0.0,DINHEIRO,CONCLUIDA
53,1,75,2025-07-03 16:23:00,217.6,24.49,CARTAO_CREDITO,CONCLUIDA
54,10,178,2024-10-18 18:47:00,55.0,0.0,CARTAO_DEBITO,CONCLUIDA
55,9,70,2025-05-18 11:20:00,419.9,0.0,DINHEIRO,CONCLUIDA
56,2,3,2025-09-15 08:31:00,87.0,0.0,CARTAO_CREDITO,CONCLUIDA
57,14,199,2026-04-04 15:11:00,154.0,0.0,CARTAO_CREDITO,CONCLUIDA
58,15,189,2025-06-17 18:13:00,316.2,0.0,CARTAO_CREDITO,CONCLUIDA
59,9,14,2024-08-11 09:15:00,45.0,0.0,CARTAO_DEBITO,CONCLUIDA
60,3,,2026-06-18 15:44:00,67.4,0.0,CARTAO_DEBITO,CONCLUIDA
61,15,16,2025-09-16 19:34:00,17.2,0.0,PIX,CONCLUIDA
62,4,,2024-01-22 19:24:00,19.8,0.0,CARTAO_CREDITO,CONCLUIDA
63,10,48,2025-12-12 19:29:00,95.2,0.0,CARTAO_CREDITO,CONCLUIDA
64,10,188,2025-07-09 17:54:00,200.1,0.0,CARTAO_CREDITO,CONCLUIDA
65,7,157,2026-01-25 18:20:00,40.2,0.0,DINHEIRO,CONCLUIDA
66,7,147,2025-02-01 18:31:00,117.8,0.0,CARTAO_DEBITO,CONCLUIDA
67,14,,2026-05-23 08:23:00,186.3,0.0,CARTAO_DEBITO,CONCLUIDA
68,1,99,2026-03-26 18:15:00,481.8,0.0,CARTAO_DEBITO,CONCLUIDA
69,9,154,2025-12-27 13:35:00,35.9,0.0,CONVENIO,CONCLUIDA
70,4,140,2026-04-07 19:16:00,170.5,0.0,CARTAO_CREDITO,CONCLUIDA
71,15,77,2024-08-07 21:20:00,133.6,11.43,DINHEIRO,CONCLUIDA
72,4,60,2025-11-30 09:36:00,473.9,54.13,CARTAO_CREDITO,CONCLUIDA
73,11,200,2025-12-18 13:56:00,129.4,0.0,PIX,CONCLUIDA
74,9,135,2026-04-02 17:09:00,158.5,14.77,CARTAO_CREDITO,CONCLUIDA
75,2,122,2025-07-25 16:25:00,85.7,0.0,CARTAO_CREDITO,CONCLUIDA
76,9,189,2025-11-01 09:17:00,32.9,0.0,PIX,CONCLUIDA
77,2,168,2025-12-03 10:22:00,129.2,0.0,CARTAO_DEBITO,CONCLUIDA
78,2,,2025-12-22 19:51:00,183.1,0.0,DINHEIRO,CONCLUIDA
79,3,187,2025-12-12 19:42:00,61.7,0.0,DINHEIRO,CONCLUIDA
80,3,3,2026-06-03 12:42:00,237.9,0.0,PIX,CONCLUIDA
81,1,153,2025-10-03 11:32:00,33.0,0.0,CONVENIO,CONCLUIDA
82,2,91,2025-12-01 11:32:00,39.8,0.0,CARTAO_CREDITO,CONCLUIDA
83,1,72,2025-12-21 14:42:00,80.0,0.0,DINHEIRO,CONCLUIDA
84,9,36,2026-06-15 20:12:00,83.8,0.0,PIX,CONCLUIDA
85,10,145,2024-11-21 09:35:00,390.6,0.0,CARTAO_DEBITO,CONCLUIDA
86,6,,2026-01-26 12:09:00,26.9,0.0,PIX,CONCLUIDA
87,9,153,2026-06-16 08:22:00,500.3,0.0,DINHEIRO,CONCLUIDA
88,2,196,2024-10-03 14:14:00,94.2,0.0,PIX,CONCLUIDA
89,10,191,2026-03-31 16:41:00,529.8,0.0,PIX,CONCLUIDA
90,15,100,2026-05-18 08:12:00,90.8,0.0,CARTAO_CREDITO,CONCLUIDA
91,8,166,2026-03-13 09:11:00,172.6,0.0,PIX,CONCLUIDA
92,1,167,2026-03-26 10:45:00,194.9,23.53,PIX,CONCLUIDA
93,15,41,2026-01-10 08:49:00,17.2,0.0,CARTAO_CREDITO,CONCLUIDA
94,1,187,2025-04-01 12:40:00,58.4,0.0,CARTAO_CREDITO,CONCLUIDA
95,9,105,2026-05-03 17:00:00,30.0,0.0,CARTAO_CREDITO,CONCLUIDA
96,1,155,2025-08-13 08:06:00,18.9,0.0,CARTAO_CREDITO,CONCLUIDA
97,10,117,2025-01-03 08:05:00,57.0,0.0,PIX,CONCLUIDA
98,1,32,2024-10-08 13:33:00,12.5,0.0,CARTAO_CREDITO,CONCLUIDA
99,9,,2026-06-17 17:59:00,471.1,0.0,PIX,CONCLUIDA
100,8,127,2026-06-23 17:14:00,339.6,0.0,PIX,CANCELADA
101,2,18,2026-03-16 16:20:00,169.9,0.0,PIX,CONCLUIDA
102,1,85,2025-11-19 15:58:00,33.8,0.0,CARTAO_CREDITO,CONCLUIDA
103,8,106,2024-02-27 21:33:00,595.2,0.0,CARTAO_CREDITO,CONCLUIDA
104,15,8,2026-01-08 18:34:00,97.7,0.0,PIX,CONCLUIDA
105,4,106,2025-10-29 13:28:00,41.9,0.0,PIX,CONCLUIDA
106,10,,2025-07-12 20:30:00,237.8,0.0,PIX,CONCLUIDA
107,10,26,2025-06-12 18:08:00,87.8,0.0,CARTAO_CREDITO,CANCELADA
108,14,153,2024-12-07 15:56:00,97.7,0.0,DINHEIRO,CONCLUIDA
109,2,82,2025-11-18 09:17:00,31.5,0.0,DINHEIRO,CONCLUIDA
110,9,70,2026-06-25 20:18:00,84.5,0.0,CARTAO_DEBITO,CONCLUIDA
111,2,173,2026-01-12 08:05:00,194.9,0.0,CARTAO_CREDITO,CONCLUIDA
112,10,137,2026-02-23 17:08:00,534.7,0.0,DINHEIRO,CONCLUIDA
113,2,,2026-01-02 14:11:00,371.9,0.0,CARTAO_DEBITO,CONCLUIDA
114,10,33,2026-01-23 21:45:00,99.8,0.0,PIX,CONCLUIDA
115,5,141,2026-03-03 14:04:00,174.7,0.0,CARTAO_CREDITO,CONCLUIDA
116,11,153,2026-04-10 09:52:00,76.9,0.0,CARTAO_CREDITO,CONCLUIDA
117,10,127,2024-03-03 09:13:00,240.5,0.0,PIX,CONCLUIDA
118,9,,2026-02-07 19:58:00,10.5,0.0,CARTAO_CREDITO,CONCLUIDA
119,12,141,2024-01-01 19:35:00,52.7,0.0,PIX,CONCLUIDA
120,4,140,2025-09-26 15:08:00,111.5,0.0,CARTAO_CREDITO,CONCLUIDA
121,1,185,2025-11-04 14:08:00,204.9,0.0,DINHEIRO,CONCLUIDA
122,6,116,2025-10-23 10:27:00,56.7,0.0,CARTAO_DEBITO,CONCLUIDA
123,1,95,2026-03-03 19:05:00,321.9,0.0,DINHEIRO,CONCLUIDA
124,14,163,2026-04-22 12:39:00,10.5,0.0,DINHEIRO,CONCLUIDA
125,10,76,2025-07-18 19:59:00,15.9,0.0,CARTAO_DEBITO,CONCLUIDA
126,1,,2025-10-01 08:18:00,99.8,0.0,CARTAO_CREDITO,CONCLUIDA
127,3,,2025-08-26 17:11:00,271.6,0.0,PIX,CONCLUIDA
128,4,38,2025-09-16 21:31:00,105.7,0.0,PIX,CONCLUIDA
129,11,68,2024-04-28 08:10:00,629.8,0.0,CARTAO_CREDITO,CONCLUIDA
130,8,74,2025-04-04 14:43:00,79.4,0.0,CARTAO_CREDITO,CONCLUIDA
131,13,,2025-11-13 20:06:00,330.7,0.0,CARTAO_CREDITO,CONCLUIDA
132,9,141,2025-07-04 21:04:00,62.9,0.0,DINHEIRO,CONCLUIDA
133,3,159,2026-04-30 18:57:00,240.1,0.0,PIX,CONCLUIDA
134,3,171,2024-11-27 12:10:00,27.9,0.0,PIX,CONCLUIDA
135,14,113,2025-10-10 17:25:00,66.9,0.0,CARTAO_CREDITO,CONCLUIDA
136,10,19,2025-11-05 20:28:00,48.8,0.0,DINHEIRO,CONCLUIDA
137,9,198,2026-02-08 14:54:00,108.3,0.0,PIX,CONCLUIDA
138,14,175,2025-07-28 18:41:00,286.8,0.0,DINHEIRO,CONCLUIDA
139,9,,2024-11-02 19:24:00,51.0,0.0,PIX,CONCLUIDA
140,2,152,2026-01-15 09:50:00,1259.7,0.0,CARTAO_DEBITO,CONCLUIDA
141,1,87,2024-02-13 14:07:00,1026.5,65.86,CARTAO_CREDITO,CONCLUIDA
142,7,,2026-06-24 18:08:00,124.3,0.0,DINHEIRO,CONCLUIDA
143,1,158,2025-10-11 14:21:00,755.8,58.49,PIX,CONCLUIDA
144,2,43,2026-04-23 08:08:00,91.1,0.0,DINHEIRO,CONCLUIDA
145,9,178,2026-03-02 15:44:00,42.5,0.0,DINHEIRO,CONCLUIDA
146,9,47,2025-09-18 09:40:00,16.2,0.0,PIX,CONCLUIDA
147,8,93,2025-07-06 16:14:00,20.4,0.0,CARTAO_CREDITO,CONCLUIDA
148,13,41,2024-02-14 08:41:00,19.9,0.0,CARTAO_CREDITO,CONCLUIDA
149,1,138,2025-07-14 15:32:00,471.2,0.0,DINHEIRO,CONCLUIDA
150,5,57,2026-04-25 15:03:00,172.5,0.0,PIX,CONCLUIDA
151,2,70,2025-09-03 08:44:00,71.8,0.0,CARTAO_DEBITO,CONCLUIDA
152,4,,2026-03-19 20:40:00,243.2,0.0,CONVENIO,CONCLUIDA
153,10,64,2026-02-07 17:14:00,26.1,0.0,PIX,CONCLUIDA
154,8,101,2026-06-21 21:06:00,10.5,0.0,CARTAO_CREDITO,CONCLUIDA
155,4,24,2026-06-07 12:10:00,539.9,0.0,PIX,CONCLUIDA
156,12,177,2025-07-16 12:27:00,89.4,0.0,PIX,CONCLUIDA
157,4,99,2026-05-12 08:23:00,22.7,0.0,CARTAO_CREDITO,CONCLUIDA
158,10,180,2025-10-23 13:22:00,16.4,0.0,PIX,CONCLUIDA
159,11,137,2025-06-29 12:28:00,210.2,0.0,CARTAO_DEBITO,CONCLUIDA
160,2,38,2025-10-12 16:40:00,57.8,0.0,DINHEIRO,CANCELADA
161,2,60,2025-06-16 18:21:00,189.9,0.0,CARTAO_CREDITO,CONCLUIDA
162,9,146,2025-12-03 10:50:00,36.4,0.0,CARTAO_CREDITO,CONCLUIDA
163,2,47,2026-05-09 19:44:00,87.7,0.0,PIX,CONCLUIDA
164,9,82,2024-05-31 13:28:00,71.9,10.29,CARTAO_DEBITO,CONCLUIDA
165,14,,2026-04-05 16:21:00,296.7,0.0,CARTAO_DEBITO,CONCLUIDA
166,9,187,2025-03-28 13:44:00,53.6,5.99,DINHEIRO,CONCLUIDA
167,4,156,2025-08-20 16:14:00,47.9,4.85,PIX,CONCLUIDA
168,4,15,2025-01-04 14:09:00,79.8,0.0,PIX,CONCLUIDA
169,9,114,2025-03-01 20:28:00,67.0,0.0,CARTAO_CREDITO,CONCLUIDA
170,8,152,2024-03-31 08:26:00,4.9,0.0,CARTAO_DEBITO,CONCLUIDA
171,2,98,2026-03-08 08:52:00,252.2,0.0,PIX,CONCLUIDA
172,9,171,2025-03-03 10:31:00,81.3,0.0,PIX,CONCLUIDA
173,4,112,2025-10-05 18:30:00,102.9,0.0,CONVENIO,CONCLUIDA
174,2,70,2026-05-21 13:03:00,67.8,0.0,CARTAO_CREDITO,CONCLUIDA
175,2,81,2025-12-02 20:19:00,562.4,0.0,CARTAO_CREDITO,CONCLUIDA
176,7,42,2025-09-17 16:14:00,977.5,0.0,PIX,CONCLUIDA
177,2,90,2026-01-01 10:52:00,241.0,0.0,CARTAO_CREDITO,CONCLUIDA
178,15,196,2024-03-20 08:49:00,73.1,0.0,CARTAO_CREDITO,CONCLUIDA
179,13,78,2026-02-11 09:50:00,37.1,0.0,DINHEIRO,CONCLUIDA
180,3,91,2026-03-13 20:46:00,100.0,0.0,CARTAO_DEBITO,CONCLUIDA
181,15,194,2025-08-19 11:58:00,154.8,0.0,CARTAO_DEBITO,CONCLUIDA
182,8,195,2024-05-06 15:07:00,81.8,0.0,CARTAO_DEBITO,CONCLUIDA
183,3,80,2026-05-11 15:14:00,8.5,1.14,CARTAO_DEBITO,CONCLUIDA
184,9,173,2025-08-22 14:28:00,138.9,0.0,CARTAO_DEBITO,CONCLUIDA
185,1,,2026-04-30 21:25:00,131.2,0.0,DINHEIRO,CONCLUIDA
186,14,,2025-09-13 20:29:00,15.2,0.0,DINHEIRO,CANCELADA
187,10,,2025-07-13 10:24:00,71.9,4.15,CARTAO_DEBITO,CONCLUIDA
188,10,52,2026-03-11 15:32:00,27.9,0.0,CARTAO_CREDITO,CONCLUIDA
189,6,,2025-12-08 21:24:00,4.9,0.0,CARTAO_CREDITO,CONCLUIDA
190,10,35,2026-01-15 15:48:00,319.6,0.0,DINHEIRO,CONCLUIDA
191,15,91,2024-10-18 13:03:00,62.9,0.0,DINHEIRO,CANCELADA
192,13,25,2025-12-29 14:22:00,30.9,0.0,DINHEIRO,CONCLUIDA
193,1,87,2026-04-01 13:02:00,174.8,0.0,CARTAO_CREDITO,CONCLUIDA
194,11,173,2026-03-11 16:51:00,71.9,0.0,PIX,CONCLUIDA
195,12,138,2025-11-12 08:19:00,47.3,0.0,CONVENIO,CONCLUIDA
196,9,110,2025-08-08 18:52:00,204.7,0.0,CARTAO_CREDITO,CONCLUIDA
197,2,181,2025-10-03 17:31:00,668.1,0.0,CARTAO_CREDITO,CONCLUIDA
198,4,,2025-10-12 21:26:00,20.9,0.0,CARTAO_CREDITO,CONCLUIDA
199,1,63,2024-11-13 15:31:00,50.1,0.0,CARTAO_DEBITO,CONCLUIDA
200,9,11,2025-05-12 20:01:00,409.6,0.0,DINHEIRO,CONCLUIDA
201,3,129,2025-06-18 18:53:00,118.9,0.0,CARTAO_DEBITO,CONCLUIDA
202,9,192,2025-03-09 11:09:00,7.9,0.0,DINHEIRO,CONCLUIDA
203,7,29,2026-02-01 15:43:00,19.5,0.0,CARTAO_CREDITO,CONCLUIDA
204,1,,2026-05-11 19:42:00,30.9,0.0,PIX,CONCLUIDA
205,10,,2025-07-01 21:15:00,111.7,0.0,PIX,CONCLUIDA
206,12,113,2026-06-19 20:49:00,51.4,0.0,CARTAO_DEBITO,CONCLUIDA
207,11,,2025-06-02 09:22:00,606.2,0.0,CARTAO_CREDITO,CONCLUIDA
208,9,52,2024-11-17 17:05:00,59.8,0.0,DINHEIRO,CONCLUIDA
209,4,189,2025-09-26 18:37:00,50.9,0.0,PIX,CONCLUIDA
210,1,143,2025-10-03 11:58:00,38.4,0.0,DINHEIRO,CONCLUIDA
211,14,146,2026-03-26 14:49:00,62.7,0.0,PIX,CONCLUIDA
212,3,98,2025-10-13 17:13:00,27.5,0.0,CONVENIO,CONCLUIDA
213,3,159,2025-11-04 13:37:00,220.4,0.0,CARTAO_DEBITO,CONCLUIDA
214,10,189,2025-08-06 09:35:00,30.9,0.0,DINHEIRO,CONCLUIDA
215,9,,2026-04-09 08:00:00,143.8,0.0,CARTAO_CREDITO,CONCLUIDA
216,2,127,2026-06-17 15:08:00,63.3,0.0,DINHEIRO,CONCLUIDA
217,10,,2025-11-11 17:53:00,148.9,0.0,PIX,CONCLUIDA
218,7,,2026-06-01 18:51:00,17.5,1.33,CARTAO_CREDITO,CONCLUIDA
219,6,,2024-02-11 15:22:00,202.9,0.0,CONVENIO,CONCLUIDA
220,2,44,2026-04-22 12:36:00,59.7,0.0,PIX,CONCLUIDA
221,7,85,2026-06-13 18:07:00,252.8,0.0,CARTAO_CREDITO,CONCLUIDA
222,6,,2025-07-02 13:02:00,312.7,0.0,CARTAO_DEBITO,CONCLUIDA
223,15,,2025-10-14 10:24:00,17.2,0.0,PIX,CONCLUIDA
224,10,176,2025-01-02 18:06:00,213.9,0.0,PIX,CONCLUIDA
225,10,,2025-03-20 18:27:00,164.3,0.0,DINHEIRO,CONCLUIDA
226,9,120,2026-03-01 12:09:00,120.6,0.0,CONVENIO,CONCLUIDA
227,8,119,2025-08-05 21:16:00,26.1,0.0,CARTAO_CREDITO,CONCLUIDA
228,5,181,2026-04-26 19:29:00,285.5,0.0,PIX,CONCLUIDA
229,10,173,2026-03-30 08:00:00,17.2,0.0,CARTAO_CREDITO,CONCLUIDA
230,10,78,2025-09-23 13:44:00,176.7,25.98,CARTAO_DEBITO,CONCLUIDA
231,2,167,2026-05-16 21:50:00,149.9,0.0,CARTAO_DEBITO,CONCLUIDA
232,13,114,2025-04-27 08:55:00,98.9,0.0,CARTAO_CREDITO,CONCLUIDA
233,1,183,2026-01-28 21:31:00,152.8,0.0,PIX,CONCLUIDA
234,14,,2024-08-25 19:03:00,256.7,0.0,CARTAO_DEBITO,CONCLUIDA
235,7,,2026-06-22 14:01:00,309.8,0.0,CARTAO_CREDITO,CONCLUIDA
236,11,34,2026-01-10 19:24:00,314.6,0.0,CONVENIO,CONCLUIDA
237,2,26,2025-05-20 12:15:00,13.2,0.0,CARTAO_CREDITO,CONCLUIDA
238,2,,2025-08-01 13:27:00,7.2,0.0,DINHEIRO,CONCLUIDA
239,10,143,2025-09-15 21:44:00,143.3,0.0,PIX,CONCLUIDA
240,1,157,2026-05-28 09:52:00,140.0,0.0,CARTAO_DEBITO,CONCLUIDA
241,6,188,2024-06-06 18:23:00,10.2,0.0,CARTAO_CREDITO,CONCLUIDA
242,3,,2026-03-15 10:05:00,176.5,0.0,CARTAO_CREDITO,CONCLUIDA
243,5,118,2025-06-12 20:43:00,39.0,0.0,CARTAO_CREDITO,CONCLUIDA
244,1,103,2024-06-17 14:03:00,34.4,3.89,CARTAO_CREDITO,CONCLUIDA
245,9,76,2026-06-13 19:35:00,378.1,0.0,PIX,CONCLUIDA
246,9,,2025-09-25 18:28:00,279.9,0.0,CARTAO_DEBITO,CONCLUIDA
247,3,142,2025-12-21 20:40:00,27.9,0.0,CARTAO_CREDITO,CONCLUIDA
248,10,,2025-07-30 21:23:00,130.0,0.0,CARTAO_CREDITO,CONCLUIDA
249,1,61,2025-08-18 17:45:00,437.1,0.0,PIX,CONCLUIDA
250,9,134,2024-04-17 13:33:00,275.2,25.45,CARTAO_DEBITO,CONCLUIDA
251,2,174,2026-04-27 16:33:00,80.9,0.0,PIX,CONCLUIDA
252,15,136,2025-10-16 15:30:00,71.8,0.0,DINHEIRO,CONCLUIDA
253,1,75,2025-09-16 09:23:00,108.4,0.0,CARTAO_CREDITO,CONCLUIDA
254,14,73,2026-03-07 08:07:00,19.8,0.0,CARTAO_DEBITO,CONCLUIDA
255,13,122,2026-05-03 17:08:00,367.4,0.0,PIX,CONCLUIDA
256,9,100,2026-01-18 13:34:00,113.7,0.0,DINHEIRO,CONCLUIDA
257,9,144,2026-05-12 16:36:00,318.4,0.0,PIX,CONCLUIDA
258,13,137,2025-02-15 17:02:00,189.9,0.0,CARTAO_CREDITO,CONCLUIDA
259,3,197,2025-12-04 14:43:00,216.8,0.0,CARTAO_CREDITO,CONCLUIDA
260,5,97,2024-05-03 08:12:00,46.1,0.0,CARTAO_CREDITO,CONCLUIDA
261,4,17,2026-01-24 18:14:00,161.7,0.0,PIX,CONCLUIDA
262,9,78,2026-02-13 09:54:00,19.5,0.0,CARTAO_DEBITO,CONCLUIDA
263,8,143,2025-06-30 21:29:00,40.3,0.0,CONVENIO,CONCLUIDA
264,9,,2024-08-05 17:53:00,419.9,0.0,CARTAO_DEBITO,CONCLUIDA
265,2,143,2026-06-18 14:13:00,758.9,90.45,CARTAO_DEBITO,CONCLUIDA
266,1,3,2025-02-27 16:57:00,911.7,0.0,CARTAO_DEBITO,CONCLUIDA
267,13,,2025-09-01 13:52:00,97.6,0.0,CARTAO_CREDITO,CONCLUIDA
268,4,3,2025-07-10 20:17:00,303.6,0.0,CARTAO_DEBITO,CONCLUIDA
269,7,156,2025-10-08 21:40:00,119.7,0.0,CARTAO_CREDITO,CONCLUIDA
270,10,146,2026-06-21 16:46:00,39.6,0.0,PIX,CONCLUIDA
271,3,117,2026-02-03 18:43:00,189.9,0.0,PIX,CONCLUIDA
272,9,93,2025-07-22 19:14:00,930.4,0.0,DINHEIRO,CONCLUIDA
273,9,,2024-07-20 10:21:00,73.6,0.0,CARTAO_CREDITO,CONCLUIDA
274,4,28,2025-12-21 21:03:00,111.7,0.0,PIX,CONCLUIDA
275,9,16,2025-01-21 13:56:00,29.9,0.0,PIX,CONCLUIDA
276,9,27,2025-07-26 08:18:00,73.4,0.0,PIX,CONCLUIDA
277,7,159,2024-12-13 18:43:00,197.4,0.0,PIX,CONCLUIDA
278,11,,2026-03-17 12:22:00,93.9,0.0,CARTAO_CREDITO,CONCLUIDA
279,9,150,2026-03-05 10:09:00,332.6,0.0,CARTAO_CREDITO,CONCLUIDA
280,3,,2025-07-27 14:22:00,20.4,0.0,CARTAO_CREDITO,CONCLUIDA
281,10,,2025-12-16 21:37:00,71.9,0.0,CARTAO_DEBITO,CONCLUIDA
282,10,57,2025-10-16 11:44:00,113.4,0.0,CARTAO_CREDITO,CONCLUIDA
283,2,2,2025-08-06 13:01:00,32.5,0.0,CARTAO_DEBITO,CONCLUIDA
284,1,51,2025-10-20 12:46:00,64.7,7.62,CARTAO_CREDITO,CONCLUIDA
285,10,54,2025-10-30 13:51:00,125.7,0.0,CARTAO_CREDITO,CONCLUIDA
286,12,37,2024-05-13 20:12:00,482.6,0.0,CARTAO_CREDITO,CONCLUIDA
287,9,138,2025-09-14 13:15:00,57.3,0.0,DINHEIRO,CONCLUIDA
288,8,166,2025-01-18 15:33:00,35.9,0.0,CARTAO_CREDITO,CONCLUIDA
289,7,164,2025-08-20 18:02:00,371.6,0.0,CARTAO_CREDITO,CONCLUIDA
290,2,114,2025-10-25 17:02:00,203.4,0.0,CARTAO_CREDITO,CONCLUIDA
291,4,60,2025-08-07 13:57:00,116.1,6.25,DINHEIRO,CONCLUIDA
292,2,78,2026-02-25 18:54:00,93.5,0.0,CARTAO_CREDITO,CONCLUIDA
293,5,168,2026-05-30 16:48:00,268.0,0.0,CONVENIO,CONCLUIDA
294,11,179,2026-02-09 15:54:00,144.3,0.0,CARTAO_DEBITO,CONCLUIDA
295,4,176,2026-02-20 20:44:00,13.2,0.84,CARTAO_DEBITO,CONCLUIDA
296,15,155,2025-08-10 21:25:00,71.9,0.0,CONVENIO,CONCLUIDA
297,4,,2024-11-07 09:10:00,49.4,0.0,DINHEIRO,CONCLUIDA
298,2,135,2025-07-29 13:33:00,19.5,0.0,DINHEIRO,CONCLUIDA
299,5,100,2026-06-05 11:08:00,209.9,0.0,PIX,CONCLUIDA
300,2,118,2025-07-03 10:28:00,76.4,0.0,DINHEIRO,CONCLUIDA
301,1,166,2025-04-12 13:44:00,114.1,0.0,PIX,CONCLUIDA
302,2,101,2024-02-14 11:56:00,419.9,0.0,PIX,CONCLUIDA
303,10,127,2026-04-09 09:23:00,189.9,0.0,DINHEIRO,CONCLUIDA
304,1,164,2026-02-06 15:24:00,99.4,0.0,CARTAO_CREDITO,CONCLUIDA
305,9,119,2026-04-06 18:15:00,427.7,25.68,PIX,CONCLUIDA
306,8,20,2024-01-12 18:17:00,82.9,0.0,CARTAO_CREDITO,CONCLUIDA
307,9,170,2024-04-15 14:44:00,8.9,0.0,CARTAO_CREDITO,CONCLUIDA
308,3,,2025-07-08 14:01:00,27.5,4.01,CONVENIO,CONCLUIDA
309,11,186,2026-01-28 16:06:00,27.5,0.0,PIX,CONCLUIDA
310,6,28,2025-09-26 08:25:00,21.5,2.83,CARTAO_DEBITO,CONCLUIDA
311,4,56,2026-05-02 15:06:00,122.0,0.0,PIX,CONCLUIDA
